OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1308341,04092016317,PDQ #506,6305 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 803-1171,2012/12/07 00:00:00+00,Restaurant,11937,-78.62139862,35.86883928,M
1308342,04092018405,Gringo A GoGo,100 NW PERSON  ST ,,RALEIGH,NC,27601,(919) 977-1438,2020/07/17 00:00:00+00,Restaurant,11898,-78.63490591,35.78013392,T
1308343,04092018192,Cava Midtown,1100 Merchantile DR ,Suite 100,RALEIGH,NC,27609,(919) 276-4591,2019/10/01 00:00:00+00,Restaurant,11900,0,0,U
1308344,04092021287,Harris Teeter #43 Deli,3638 Rogers Rd ,,WAKE FOREST,NC,27587,(919) 562-9521,2004/08/03 00:00:00+00,Food Stand,11942,-78.50482681,35.94464173,M
1308345,04092018455,Outback Steakhouse #3459,5200 Capital BLVD ,,RALEIGH,NC,27616,(919) 790-0990,2020/09/03 00:00:00+00,Restaurant,11950,-78.58031568,35.85666967,M
1308346,04092110518,HORTON'S CREEK ELEMENTARY SCHOOL CAFETERIA,7615 O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 694-8660 ext. 26852,2017/06/21 00:00:00+00,Public School Lunchrooms,11953,-78.90733817,35.84188721,M
1308347,04092017636,FULL BLOOM COFFEE AND CRAFT,141 W MAIN ST ,,GARNER,NC,27529,(919) 720-4013,2017/06/20 00:00:00+00,Restaurant,11956,-78.60641066,35.70708731,M
1308348,04092110146,Highcroft Elementary Cafeteria,5415 Highcroft Dr ,,CARY,NC,27519,(919) 460-3580,2004/07/12 00:00:00+00,Public School Lunchrooms,11964,-78.88408977,35.8007194,M
1308349,04092015209,THE BRICKHOUSE,3801 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 829-3666,2008/09/18 00:00:00+00,Restaurant,11970,-78.68856288,35.79387274,M
1308350,04092025229,Domino's #8908,833 Perry RD ,,APEX,NC,27502,(919) 387-0030,2018/12/17 00:00:00+00,Food Stand,11975,-78.84486569,35.71972699,M
1308351,04092017294,WENDY'S #6320,7132  KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 266-0917,2016/08/24 00:00:00+00,Restaurant,11979,-78.48874912,35.79711938,M
1308352,04092025327,Fujisan @ Sam's Deli,3001 Calvary DR ,,RALEIGH,NC,27604,(919) 548-8650,2020/10/30 00:00:00+00,Food Stand,11989,-78.58500406,35.84648464,M
1308353,04092021938,CIRCLE K #3797,302 E WILLIAMS ST ,,APEX,NC,27502,(919) 387-3947,2016/02/24 00:00:00+00,Food Stand,11991,-78.85121029,35.72585566,M
1308354,04092021971,SAM'S CLUB #6976 ROTISSERIE,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/22 00:00:00+00,Food Stand,11994,-78.53862938,35.95675315,M
1308355,04092016900,BRIXX 700,1111 PARKSIDE MAIN ST.,,CARY,NC,27519,(919) 923-4731,2015/03/30 00:00:00+00,Restaurant,11995,-78.88929435,35.84836238,M
1308356,04092021751,HARRIS TEETER #395 MEAT MARKET/SEAFOOD,1432 BROGDEN WOODS  DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 00:00:00+00,Food Stand,11996,-78.69147726,35.99120973,M
1308357,04092017497,TOBACCO ROAD,505 W JONES ST ,,RALEIGH,NC,27603,(919) 301-8793,2016/12/28 00:00:00+00,Restaurant,12020,-78.64644507,35.78205613,M
1308358,04092021222,Food Lion #75 Deli ,1339 5Th AVE ,,GARNER,NC,27529,(919) 779-0770,2003/09/18 00:00:00+00,Food Stand,12025,-78.62278736,35.70820906,M
1308359,04092013896,Woody's @ City Market,205 Wolfe St ,,RALEIGH,NC,27601,(919) 833-3000,2003/08/29 00:00:00+00,Restaurant,12028,-78.63643476,35.77636518,M
1308360,04092040134,New York Style Hot Dogs (WCID #621),300 Fayetteville ST ,,RALEIGH,NC,27602,(919) 332-9385,2004/01/28 00:00:00+00,Pushcarts,12032,-78.63980508,35.77668772,M
1308361,04092017111,BOJANGLES #51,1425 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 846-6564,2015/12/04 00:00:00+00,Restaurant,12042,-78.69147726,35.99120973,M
1308362,04092018052,Yemen Kitchen,117 SMALL PINES DR ,,Raleigh,NC,27603,(984) 444-7772,2019/02/05 00:00:00+00,Restaurant,12044,-78.65438837,35.71781208,M
1308363,04092021245,Food Lion #2504 Deli ,1030-125 N Rogers Ln ,,RALEIGH,NC,27610,(919) 792-0321,2003/12/12 00:00:00+00,Food Stand,12030,-78.54967347,35.79198567,M
1308364,04092015939,SAN JOSE MEXICAN RESTAURANT,5811 POYNER VILLAGE  PKY ,,RALEIGH,NC,27616,(919) 790-1919,2011/04/20 00:00:00+00,Restaurant,12045,-78.56916648,35.86464286,M
1308365,04092016459,FAIRFIELD INN & SUITES CRABTREE BREAKFAST,2201 SUMMIT PARK  LN ,,RALEIGH,NC,27612,(919) 881-9800,2013/07/09 00:00:00+00,Restaurant,12048,-78.67491225,35.83413339,M
1308366,04092014716,Bruegger's Bagel Bakery #93-0683,8211 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 484-8262,2006/11/02 00:00:00+00,Restaurant,12049,-78.78199682,35.90950681,M
1308367,04092017314,CLEAN EATZ,7461 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 748-3770,2016/09/09 00:00:00+00,Restaurant,12055,-78.64725808,35.88069032,M
1308368,04092017290,SAN MARCOS,5300 HOMEWOOD BANKS DR ,,RALEIGH,NC,27612,(919) 803-4393,2016/08/02 00:00:00+00,Restaurant,12056,-78.67983132,35.83702338,M
1308369,04092017837,Buku Wake Forest,1228 Heritage Link DR ,,WAKE FOREST,NC,27587,(919) 435-1595,2018/04/11 00:00:00+00,Restaurant,12088,-78.50262454,35.94544167,M
1308370,04092300253,WHOLE FOODS #10338 MEAT,8710  SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 00:00:00+00,Meat Market,12098,-78.65023656,35.89889154,M
1308371,04092014511,New Japan Express,225 Shenstone BLVD,,GARNER,NC,27529,(919) 771-0708,2006/02/17 00:00:00+00,Restaurant,12116,-78.58054205,35.69110315,M
1308372,04092020856,Papa John's #1576,2904 Wake Forest RD ,,RALEIGH,NC,27609,(919) 743-3333,2005/03/11 00:00:00+00,Food Stand,12129,-78.62201285,35.82014495,M
1308373,04092017151,ARBY'S #6554,1031 HARRISON AVE ,,CARY,NC,27513,(919) 469-1887,2016/02/22 00:00:00+00,Restaurant,12108,-78.78300948,35.80411588,M
1308374,04092040385,Doggie Style Vending & Catering (WCID #773),2201 S WILMINGTON ST,,RALEIGH,NC,27603,(786) 201-6150,2020/08/24 00:00:00+00,Pushcarts,12138,-78.63902655,35.752054,M
1308375,04092016248,BIDA MANDA,222 S BLOUNT ST ,,RALEIGH,NC,27601,(919) 829-9999,2012/08/28 00:00:00+00,Restaurant,12147,-78.63692839,35.77726279,M
1308376,04092016251,ANNAS PIZZERIA,138 S MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 285-2497,2012/09/04 00:00:00+00,Restaurant,12148,-78.80003832,35.58309804,M
1308377,04092025163,Rocky Top Catering,5000 Departure DR ,,RALEIGH,NC,27616,(919) 829-3771,2018/02/27 00:00:00+00,Food Stand,12163,-78.59490598,35.84957217,M
1308378,04092021932,CIRCLE K #2720850,100 FACTORY SHOPS RD ,,MORRISVILLE,NC,27560-8402,(919) 467-6009,2016/02/29 00:00:00+00,Food Stand,12168,-78.8177371,35.86082706,M
1308379,04092018102,Marco's Pizza,11712 RETAIL DR,,WAKE FOREST,NC,27587-7349,,2019/05/20 00:00:00+00,Restaurant,12173,-78.5434927,35.96629568,M
1308380,04092110157,Holly Springs High Sch. Cafeteria ,5329 Cass Holt RD ,,HOLLY SPRINGS ,NC,27540,(919) 577-1444 ext. 23469,2006/07/07 00:00:00+00,Public School Lunchrooms,12179,-78.84882356,35.62890249,M
1308381,04092110055,Carnage Middle Cafeteria,1425 CARNAGE DR,,RALEIGH,NC,27610-3909,(919) 856-7600 ext. 22107,1991/10/16 00:00:00+00,Public School Lunchrooms,12228,-78.62726569,35.76198666,M
1308382,04092016120,PANERA BREAD #1641,4325 GLENWOOD AVE ,,RALEIGH,NC,27612-4532,(919) 785-9093,2012/03/27 00:00:00+00,Restaurant,12233,-78.68184484,35.84183815,T
1308383,04092021874,CHICK-FIL-A #1466,5959 TRIANGLE TOWN BLVD ,FC 1104,RALEIGH,NC,27616,(919) 792-2214,2015/09/15 00:00:00+00,Food Stand,12238,-78.57603863,35.86599856,M
1308384,04092014498,TGI Friday's,4209 Wake Forest RD ,,RALEIGH,NC,27609,(919) 872-5542,2006/02/09 00:00:00+00,Restaurant,12239,-78.61319985,35.8391062,M
1308385,04092018526,Hank's Downtown Dive,111 E CHATHAM ST,A,CARY,NC,27511,,2021/02/10 00:00:00+00,Restaurant,12243,-78.78052303,35.78769406,M
1308386,04092014279,McLean's Ole Time Cafe,418 W Gannon AVE ,,ZEBULON,NC,27597,(919) 269-0125,2005/03/21 00:00:00+00,Restaurant,12265,-78.32326241,35.82235183,M
1308387,04092018471,Aye Toro,303 MATTHEWS DR,,HOLLY SPRINGS,NC,27540,,2020/10/27 00:00:00+00,Restaurant,12284,-78.79440661,35.66435998,M
1308388,04092014372,Panda King,3626 Rogers RD ,,WAKE FOREST,NC,27587,(919) 554-9666,2005/08/24 00:00:00+00,Restaurant,12289,-78.50482681,35.94464173,M
1308389,04092025303,Jones'n 4 @ TKA,2201 S Wilmington  ST ,,RALEIGH,NC,27603,(704) 619-2237,2019/12/13 00:00:00+00,Food Stand,12295,-78.63902655,35.752054,M
1308390,04092016483,VILLAGE DELI & GRILL LAKE BOONE TRAIL,2500 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 803-1245,2013/08/06 00:00:00+00,Restaurant,12302,-78.692995,35.81676997,M
1308391,04092014075,Buffalo Brothers,3111 Capital Blv,,RALEIGH,NC,27604,(919) 878-4800,2004/06/18 00:00:00+00,Restaurant,12361,-78.59044451,35.82314532,M
1308392,04092014019,Jason's Deli,8421-101 Brier Creek Pky ,,RALEIGH,NC,27617,(919) 572-9996,2004/04/07 00:00:00+00,Restaurant,12328,-78.78578747,35.90670595,M
1308393,04092014041,N.Y. Bagels & Deli,7909-121 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 848-1310,2004/05/04 00:00:00+00,Restaurant,12330,-78.62697433,35.89197359,M
1308394,04092014128,Target #1892 Cafe & Starbucks,4191 The Circle at North Hills ST ,,RALEIGH,NC,27609,(919) 781-9848,2004/09/01 00:00:00+00,Restaurant,12367,-78.64231303,35.83635088,M
1308395,04092110151,Wake Forest Elem. Sch. Cafeteria,136 W Sycamore St ,,WAKE FOREST,NC,27587,(919) 554-8671,2004/08/25 00:00:00+00,Public School Lunchrooms,12364,-78.51487548,35.97616116,M
1308396,04092017750,The Postmaster,160 E Cedar ST ,Unit 100,Cary,NC,27511,(919) 378-9493,2017/11/27 00:00:00+00,Restaurant,12370,-78.77891488,35.78797879,M
1308397,04092017250,MIKE'S PIZZA & ITALIAN RESTAURANT,3919 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 250-0700,2016/06/29 00:00:00+00,Restaurant,12373,-78.57014599,35.80045574,M
1308398,04092017257,BRIGS AT THE FOREST,12338 WAKE UNION CHURCH RD ,,WAKE FOREST,NC,27587,(919) 556-8422,2016/07/12 00:00:00+00,Restaurant,12380,-78.54195397,35.98159422,M
1308399,04092300258,JERUSALEM MEAT MARKET,2233 AVENT FERRY RD ,STE 101,RALEIGH,NC,27606,(919) 821-5499,2012/07/20 00:00:00+00,Meat Market,12381,-78.67605091,35.77835817,M
1308400,04092016753,TOTOPOS,1388 KILDAIRE FARM ROAD,,CARY,NC,27511,(919) 678-3449,2014/09/05 00:00:00+00,Restaurant,12383,-78.783798,35.75917392,M
1308401,04092016661,COURTNEY'S NY BAGEL & DELI,929 HERITAGE LAKE  RD ,,WAKE FOREST,NC,27587,(919) 453-1043,2014/03/31 00:00:00+00,Restaurant,12385,-78.50377701,35.94688449,M
1308402,04092025182,Sbarro #1097,5959 Triangle Town BLVD ,,RALEIGH,NC,27616,(919) 299-9503,2018/05/25 00:00:00+00,Food Stand,12394,-78.57603863,35.86599856,M
1308403,04092040360,Chicago J Hot Dogs (WCID #638),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 986-1699,2018/06/04 00:00:00+00,Pushcarts,12395,-78.7114342,35.63398295,M
1308404,04092018424,Meat & Bite,2908 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(201) 709-8417,2020/08/24 00:00:00+00,Restaurant,12399,-78.67526404,35.78962141,M
1308405,04092025231,The Butchers Market,4200 Lassiter RD ,,HOLLY SPRINGS,NC,27540,(919) 267-9191,2018/12/14 00:00:00+00,Food Stand,12406,-78.79440661,35.66435998,M
1308406,04092017988,Taste of Jerusalem,740 E Chatham ST ,,CARY,NC,27511,(919) 377-0063,2018/11/27 00:00:00+00,Restaurant,12411,-78.76691591,35.79077863,M
1308407,04092300285,El Rey Minisuper (Meat Market),2601 S Saunders ST ,,RALEIGH,NC,27603,(919) 521-8181,2018/12/07 00:00:00+00,Meat Market,12412,-78.648469,35.74845143,M
1308408,04092015656,ON THE BORDER,1102 WALNUT ST ,,CARY,NC,27511-4735,(919) 439-5030,2010/06/30 00:00:00+00,Restaurant,12413,-78.76331531,35.77087785,M
1308409,04092018382,Annelore's German Bakery,308 W Chatham ST ,,Cary,NC,27511,(919) 267-6846,2020/06/11 00:00:00+00,Restaurant,12415,-78.78657347,35.787241,M
1308410,04092018533,Cava #117,1017 MARKET CENTER DR,,MORRISVILLE,NC,27560,(919) 276-4984,2021/02/15 00:00:00+00,Restaurant,12422,-78.81676023,35.80454378,M
1308411,04092017212,SUBWAY #1119,3130 INTEGRITY DR ,,GARNER,NC,27529,(919) 200-6863,2016/04/29 00:00:00+00,Restaurant,12425,-78.58170053,35.72615531,M
1308412,04092018290,V PIZZA,1389 Kildaire Farm RD ,,CARY,NC,27511,(919) 650-1821,2020/01/14 00:00:00+00,Restaurant,12432,-78.78276201,35.75907973,M
1308413,04092018049,Lemon Shark Poke,2000 Boulderstone WAY ,,CARY,NC,27519,(984) 333-0066,2019/02/05 00:00:00+00,Restaurant,12437,-78.84859346,35.79156535,M
1308414,04092015242,TRIANGLE MINI MART,10420 CHAPEL HILL  RD ,,MORRISVILLE,NC,27560,(919) 469-1720,2008/10/01 00:00:00+00,Restaurant,12439,-78.8309264,35.83981526,M
1308415,04092021334,Whole Foods Market Seafood Market,3540 Wade AVE ,,RALEIGH,NC,27607,(919) 828-1589,2005/06/27 00:00:00+00,Food Stand,12446,-78.68558086,35.80212022,M
1308416,04092015619,RAINBOW KING,12520 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 554-8888,2010/04/26 00:00:00+00,Restaurant,12447,-78.53270438,35.98593613,M
1308417,04092014361,Circle K #6329,2400 Spring Forest Rd,,RALEIGH,NC,27609,(919) 875-0618,2005/08/04 00:00:00+00,Restaurant,12449,-78.60021918,35.86067748,M
1308418,04092030392,Island Splash Grill (WCID #664),903 N Smithfield DR ,,KNIGHTDALE,NC,27545,(919) 946-0581,2019/02/05 00:00:00+00,Mobile Food Units,12440,-78.4870177,35.79556703,M
1308419,04092021578,CRISP,4325 GLENWOOD AVE ,STE 2038,RALEIGH,NC,27612,(919) 787-9257,2009/09/15 00:00:00+00,Food Stand,12450,-78.68184484,35.84183815,T
1308420,04092018353,Japan XO,7811 MIDDLE POYNER DR,,RALEIGH,NC,27616,(919) 916-5150,2020/04/28 00:00:00+00,Restaurant,12458,-78.57108856,35.86546919,M
1308421,04092021330,Lowes Foods #218 Meat ,8201 Rowlock WAY ,,RALEIGH,NC,27612,(919) 792-0304,2005/06/16 00:00:00+00,Food Stand,12459,-78.73779147,35.88567278,M
1308422,04092016515,SUBWAY #54848 @ WALMART,1057 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 522-0026,2013/09/24 00:00:00+00,Restaurant,12457,-78.78143109,35.59257744,M
1308423,04092017990,Tropical Smoothie Cafe,409 Village Walk DR ,,HOLLY SPRINGS,NC,27540,(919) 586-7130,2018/12/03 00:00:00+00,Restaurant,12475,-78.83774133,35.64081684,M
1308424,04092014137,Julians Intl. Restaurant and Deli,2215 New Hope Church RD ,,RALEIGH,NC,27601,(919) 850-2400,2004/09/22 00:00:00+00,Restaurant,12484,-78.60062749,35.83624718,M
1308425,04092014706,Costco Wholesale #645 Food Court,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006/10/24 00:00:00+00,Restaurant,12500,-78.62231539,35.81825512,M
1308426,04092018065,Firehouse Subs #1517,11704 Retail DR ,,WAKE FOREST,NC,27587,(919) 556-1010,2019/02/20 00:00:00+00,Restaurant,12503,-78.5434927,35.96629568,M
1308427,04092030393,Bowl Out (WCID #682),1025 Blue Ridge RD ,,RALEIGH,NC,27604,(919) 636-1182,2019/02/07 00:00:00+00,Mobile Food Units,12504,-78.71510697,35.79630808,M
1308428,04092016077,CHINA CARY,2972 Kildaire Farm RD,,CARY,NC,27511,(919) 363-5688,2012/01/04 00:00:00+00,Restaurant,12505,-78.78870146,35.71809037,M
1308429,04092017276,TASTE VIETNAMESE CUISINE,152 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 234-6385,2016/08/04 00:00:00+00,Restaurant,12509,-78.82897679,35.81951783,M
1308430,04092017866,DAIRY QUEEN #40925,1408 N MAIN ST ,,FUQUAY VARINA,NC,27526-8901,(919) 567-3738,2018/06/26 00:00:00+00,Restaurant,12512,-78.77235694,35.59259203,M
1308431,04092025205,One Stop Shop,6809 Mitchell Mill Rd,,ZEBULON,NC,27597,(919) 562-7801,2018/09/11 00:00:00+00,Food Stand,12518,-78.43061926,35.89269165,M
1308432,04092016590,CARIBOU BRUEGGERS #312,3300 DURALEIGH RD ,,RALEIGH,NC,27612,(919) 787-9611,2013/12/17 00:00:00+00,Restaurant,12520,-78.70861775,35.82532536,M
1308433,04092018425,Hibachi Flavor,2822 New Birch  DR ,Suite 100,RALEIGH ,NC,27610,(919) 916-5162,2020/08/27 00:00:00+00,Restaurant,12524,-78.59888069,35.74570711,M
1308434,04092110473,BANKS ROAD ELEMENTARY CAFETERIA,10225 CHAMBERS RD ,,RALEIGH,NC,27603,(919) 856-2918,2008/07/31 00:00:00+00,Public School Lunchrooms,12528,-78.70915828,35.63117163,M
1308435,04092030315,ADOBO JOE (WCID #575),4900 TOPSTONE RD ,,RALEIGH,NC,27603,(804) 405-9543,2016/10/03 00:00:00+00,Mobile Food Units,12542,-78.63486406,35.6426529,M
1308436,04092021377,Whole Foods Market Coffee Bar,3540 Wade AVE ,,RALEIGH,NC,27607,(919) 828-5805,2006/04/18 00:00:00+00,Food Stand,12546,-78.68558086,35.80212022,M
1308437,04092030450,EL SAZON DE HIDALGO (WCID #746),4211 Capital BLVD ,11am  to 9pm ,RALEIGH,NC,27604,(919) 523-9084,2019/11/08 00:00:00+00,Mobile Food Units,12550,-78.58203277,35.8384706,M
1308438,04092030263,CHARLIE'S KABOBS ON WHEELS (WCID #505),929 HERITAGE LAKE RD ,,WAKE FOREST,NC,27587,(919) 749-1030,2014/09/17 00:00:00+00,Mobile Food Units,12558,-78.50377701,35.94688449,M
1308439,04092021812,LOWES FOODS #162 DELI,6430 TRYON ROAD,,CARY,NC,27513,(919) 859-9335,2014/09/25 00:00:00+00,Food Stand,12559,-78.7615544,35.74559939,M
1308440,04092030338,454 GRILL (WCID # 605),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 805-2992,2017/06/27 00:00:00+00,Mobile Food Units,12561,-78.7114342,35.63398295,M
1308441,04092025302,PIZZA HUT #36600,3116 HILLSBOROUGH ST ,STE 103,RALEIGH,NC,27607,(919) 833-1213,2019/12/12 00:00:00+00,Food Stand,12562,-78.67828811,35.79041744,M
1308442,04092021593,Fairgrounds Deli,1025 BLUE RIDGE RD ,,RALEIGH,NC,27607,(919) 899-3532,2009/11/02 00:00:00+00,Food Stand,12565,-78.71510697,35.79630808,M
1308443,04092025339,Lowes Foods #262 Produce/Cheese,687 MILLS PARK DR,,CARY,NC,27519,,2021/02/16 00:00:00+00,Food Stand,12569,-78.89712096,35.80863645,M
1308444,04092110154,Ligon Middle School Cafeteria,706 E Lenoir ST ,,RALEIGH,NC,27601,(919) 856-7929 ext. 22160,2005/08/24 00:00:00+00,Public School Lunchrooms,12576,-78.62632211,35.77026486,M
1308445,04092014384,Azitra Indian Restaurant,8411 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 484-3939,2005/09/12 00:00:00+00,Restaurant,12577,-78.78334742,35.90685073,M
1308446,04092021344,Lowes Foods #224 Deli,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(919) 293-0294,2005/08/15 00:00:00+00,Food Stand,12584,-78.78577668,35.91011447,M
1308447,04092018313,Vicious Fishes Apex,02237 OLD US HWY 1,,APEX,NC,27502,(919) 259-9261,2020/01/31 00:00:00+00,Restaurant,12571,-78.89921159,35.69877219,M
1308448,04092017263,LOS POS,7256 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 762-7738,2016/07/12 00:00:00+00,Restaurant,12602,-78.83292783,35.63500069,M
1308449,04092016543,PHO VIETNAM,1284 BUCK JONES  RD ,,RALEIGH,NC,27606,(919) 655-5665,2013/11/01 00:00:00+00,Restaurant,12643,-78.74214569,35.76637247,M
1308450,04092021615,CIRCLE K #1511,4501 DELTA LAKE  RD ,,RALEIGH,NC,27612,(919) 510-7976,2010/06/03 00:00:00+00,Food Stand,12572,-78.7123801,35.85658065,M
1308451,04092018275,Cadence Living North Raleigh Dining,5219 OLD WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 876-6316,2019/12/20 00:00:00+00,Restaurant,12646,-78.60482458,35.85273784,M
1308452,04092021313,Papa John's Pizza #1734,8101 Brier Leaf LN Ste 105,,RALEIGH,NC,27617,(919) 523-4592,2005/03/14 00:00:00+00,Food Stand,12662,-78.78517004,35.91133497,M
1308453,04092021981,SMOOTHIE KING #1358,4120-110 MAIN AT NORTH HILLS ST ,,RALEIGH,NC,27609,(984) 269-7823,2016/09/27 00:00:00+00,Food Stand,12648,-78.64330319,35.83654616,M
1308454,04092016139,SOLA COFFEE & CAFE,7705 LEAD MINE RD ,,RALEIGH,NC,27615,(919) 803-8983,2012/03/21 00:00:00+00,Restaurant,12668,-78.65998467,35.8852805,M
1308455,04092016635,RED PEPPER ASIAN,4121 NEW BERN AVE ,STE 109,RALEIGH,NC,27610,(919) 594-1006,2014/02/25 00:00:00+00,Restaurant,12673,-78.56526592,35.80114227,M
1308456,04092017654,HARRIS TEETER 138 STARBUCKS,98 CORNERSTONE DR ,,CARY,NC,27519,(919) 467-1259,2017/06/28 00:00:00+00,Restaurant,12675,-78.85187583,35.79044843,M
1308457,04092016884,Mi Cancun,6675-105 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 977-3355,2015/02/16 00:00:00+00,Restaurant,12670,-78.6231327,35.87483802,M
1308458,04092030427,Lee's Kitchen #2 (WCID #712),4638 CAPITAL BLVD,,RALEIGH,NC,27604-4478,(919) 673-5748,2019/07/03 00:00:00+00,Mobile Food Units,12679,-78.57926249,35.84833828,M
1308459,04092018109,Panera Bread #6073,1330 N MAIN ST,,FUQUAY VARINA,NC,27526-2617,,2019/06/05 00:00:00+00,Restaurant,12686,-78.77807837,35.59144011,T
1308460,04092015082,BRUEGGERS BAGELS #3698,2302  HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 828-7105,2008/03/03 00:00:00+00,Restaurant,12688,-78.6659888,35.787527,M
1308461,04092110145,Turner Creek Elementary Cafeteria,6801 Turner Creek Rd ,,CARY,NC,27519,(919) 363-1399,2004/07/09 00:00:00+00,Public School Lunchrooms,12695,-78.87522127,35.77275991,M
1308462,04092030117,Pupuseria El Salvador (WCID #403),15 Jones Franklyn RD ,,RALEIGH,NC,27606,(919) 625-4405,2004/08/20 00:00:00+00,Mobile Food Units,12700,-78.72110095,35.78550754,M
1308463,04092030278,BACKYARD BISTRO #2 (WCID #531),1235 HURRICANE ALLEY WAY ,,RALEIGH,NC,27607,(919) 851-6203,2015/04/06 00:00:00+00,Mobile Food Units,12704,-78.72554709,35.79896666,M
1308464,04092018135,CHAR-GRILL CARY,3635 SW CARY PKY ,,CARY,NC,27513,(919) 461-7112,2019/07/11 00:00:00+00,Restaurant,12706,-78.8379919,35.78179255,M
1308465,04092300219,Food Lion #75 Meat Market,1339 5th AVE ,,GARNER,NC,27529,(919) 779-0770,2003/09/18 00:00:00+00,Meat Market,12724,-78.62278736,35.70820906,M
1308466,04092013899,Little Caesars,1320 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 552-8688,2003/09/10 00:00:00+00,Restaurant,12725,-78.77764359,35.59047244,M
1308467,04092013906,Chick-Fil-A #01488,220 Shenstone Blv ,,GARNER,NC,27529,(919) 329-0275,2003/09/26 00:00:00+00,Restaurant,12726,-78.58261702,35.69212111,M
1308468,04092017081,RAGAZZI'S,1514 US HWY 70 W ,,GARNER,NC,27529,(919) 772-9772,2015/11/17 00:00:00+00,Restaurant,12677,0,0,U
1308469,04092014461,Starbucks Coffee #9657,3608 Davis DR,,MORRISVILLE,NC,27560,(919) 460-1170,2005/12/01 00:00:00+00,Restaurant,12730,-78.84755942,35.82156249,M
1308470,04092016982,FIVE GUYS #1728,150 CABELA DR ,,GARNER,NC,27529,(919) 772-7338,2015/07/06 00:00:00+00,Restaurant,12733,-78.58356211,35.69799194,M
1308471,04092017758,Dickey's Barbeque #1496,1102 Parkside Main ST ,,Cary,NC,27519,(919) 342-0212,2017/12/06 00:00:00+00,Restaurant,12734,-78.88929435,35.84836238,M
1308472,04092030401,Mi Tierra Mexican Food (WCID #691),2161 S. Wilmington Street ,,RALEIGH,NC,27603,(919) 218-6484,2019/03/08 00:00:00+00,Mobile Food Units,12680,-78.64171063,35.75324624,M
1308473,04092014090,Moe's Southwest Grill,7850-115 Alexander Promonade Pl ,,RALEIGH,NC,27617,(919) 957-9075,2004/07/14 00:00:00+00,Restaurant,12697,-78.7803264,35.91259169,M
1308474,04092018119,Osha Thai Kitchen and Sushi,242 S MAIN ST,,HOLLY SPRINGS,NC,27540-9094,(919) 601-9188,2019/06/24 00:00:00+00,Restaurant,12737,-78.83395027,35.64920445,M
1308475,04092013857,KFC/Taco Bell Of Zebulon,161 Wakelon Dr,,ZEBULON,NC,27597,(919) 404-1701,2003/07/18 00:00:00+00,Restaurant,12722,-78.31620174,35.83320735,M
